Wrong,Type,Right,List
waying,??,weighing,"['wauing', 'eating', 'waging', 'eying', 'wasting', 'wiating', 'wafting', 'wanting', 'waiting', 'waifing']"
wens,??,went,"['webs', 'wend', 'wins', 'wen', 'wand', 'wind', 'end', 'web', 'wed', 'warns']"
wern't,??,weren't,"['went', 'wert', 'weeny', 'ween', 'wery']"
weth,??,went,"['with', 'wet', 'eath', 'wery', 'qth', 'wer', 'worth', 'wroth', 'wrath', 'wed']"
wetn,??,went,"['wen', 'wet', 'warn', 'with', 'web', 'wer', 'weren', 'earn', 'wed', 'wan']"
whan't,??,wasn't,"['whang', 'want', 'what', 'whar']"
whated,??,wanted,"['whate', 'whores', 'waded', 'whetted', 'wheres', 'whaled', 'waged', 'whited', 'eared', 'wasted']"
whated,??,waited,"['whate', 'whores', 'waded', 'whetted', 'wheres', 'whaled', 'waged', 'whited', 'eared', 'wasted']"
whdn't,??,wasn't,[]
whernt,??,weren't,"['whereby', 'when', 'whet', 'wher', 'wert', 'weeny', 'went', 'whirr', 'ween', 'wery']"
whoevers,??,whoever's,"['whoever', 'wharves', 'waivers', 'whores']"
whon,??,want,"['whin', 'whom', 'who', 'won', 'whim', 'whih', 'whine', 'win', 'wagon', 'ebon']"
whosevers,??,whoever's,"['whosoever', 'whoever']"
wiche,??,witch,"['wise', 'wish', 'wishes', 'wished', 'wisher', 'wine', 'wide', 'winches', 'wince', 'witches']"
wis,??,with,"['wus', 'wid', 'wks', 'wits', 'wins', 'wise', 'wish', 'wisp', 'wist', 'wod']"
wiscell,??,whistle,[]
wisheld,??,whistled,"['wished', 'wishes', 'witheld', 'wield', 'wisher', 'wishers', 'wishest']"
witch,??,which,"['with', 'witch', 'wits', 'wish', 'wretch', 'watch', 'winch', 'witches', 'width', 'withs']"
withe,??,white,"['with', 'withes', 'wither', 'writhe', 'withs', 'either', 'wire', 'within', 'withal', 'wide']"
wnet,??,went,"['were', 'next', 'whet', 'wet', 'wher', 'wig', 'ene', 'eber', 'ent', 'wer']"
wocer,??,walked,"['woer', 'waver', 'wiser', 'wider', 'wove', 'wicker', 'worker', 'woke', 'worser', 'eider']"
wondoful,??,wonderful,[]
wones,??,ones,"['wines', 'wanes', 'woes', 'wons', 'waned', 'winds', 'wormes', 'winces', 'wine's', 'wins']"
wonrs,??,works,"['wines', 'wons', 'wants', 'wanes', 'wins', 'woes', 'wont', 'word', 'wanta', 'winds']"
worid,??,worried,"['word', 'wired', 'world', 'works', 'warie', 'wood', 'wires', 'worke', 'worked', 'writ']"
wornd,??,warned,"['worne', 'worms', 'word', 'worn', 'warns', 'worme', 'wind', 'worht', 'warne', 'wend']"
worye,??,worry,"['wore', 'warie', 'wire', 'wiry', 'wary', 'ware', 'warty', 'warys', 'worne', 'worke']"
wosh,??,washed,"['was', 'is', 'with', 'wish', 'wash', 'wasn', 'wod', 'wisht', 'wus', 'washy']"
woth,??,want,"['with', 'worth', 'wroth', 'wot', 'eath', 'worn', 'qth', 'quoth', 'witch', 'width']"
wund,??,wonder,"['wind', 'wand', 'wend', 'wins', 'wound', 'wint', 'wons', 'want', 'wine', 'wont']"
wund,??,wonder,"['wind', 'wand', 'wend', 'wins', 'wound', 'wint', 'wons', 'want', 'wine', 'wont']"
yanky,??,yankee,"['yank', 'tank', 'inky', 'yanked', 'tant', 'inly', 'thanke', 'tanker', 'take', 'tane']"
yoursleve,??,yourself,[]
yow,??,you,"['his', 'yow', 'tow', 'yaw', 'to', 'toe', 'yo', 'iaw', 'us', 'trow']"
ysid,??,yard,"['used', 'uses', 'edit', 'yaks', 'iced', 'tis', 'undid', 'ys', 'exit', 'tse']"
--,--,--,[]
--,--,--,[]
...,--,...,[]
...,--,...,[]
...,--,...,[]
...,--,...,[]
'll,--,'ll,[]
'll,--,'ll,[]
'll,--,'ll,[]
'll,--,'ll,[]
'll,--,'ll,[]
'm,--,'m,[]
'm,--,'m,[]
'm,--,'m,[]
'm,--,'m,[]
'm,--,'m,[]
'm,--,'m,[]
'm,--,'m,[]
're,--,'re,[]
're,--,'re,[]
're,--,'re,"['are', 're', 'the']"
's,--,'s,[]
's,--,'s,[]
's,--,'s,[]
's,--,'s,"['is', 's', 'a', 'd', 'as', 'so', 'ha', 'at', 'do']"
's,--,'s,[]
's,--,'s,[]
's,--,'s,[]
's,--,'s,[]
's,--,'s,[]
's,--,'s,[]
's,--,'s,"['is', 's', 'a', 'as', 'so', 'at', 'ma', 'an', 'do']"
's,--,'s,['is']
's,--,'s,[]
's,--,'s,[]
've,--,'ve,[]
a,--,a,"['is', 'go', 'so', 'me', 'and', 'ye', 'us', 'to', 'all', 'or']"
abattoir,--,abattoir,['abattoirs']
abc,--,abc,"['ab', 'and', 'avec', 'an', 'ax', 'abus', 'as', 'ob', 'abed', 'ad']"
abit,--,abit,"['avid', 'aber', 'unit', 'abed', 'abort', 'ani', 'ant', 'air', 'about', 'abbot']"
adam,--,adam,"['adams', 'atom', 'seam', 'asham', 'ads', 'adn', 'afoam', 'ado', 'atm', 'swam']"
adam,--,adam,"['seen', 'adams', 'atom', 'seam', 'asham', 'ads', 'adn', 'afoam', 'ado', 'atm']"
adam,--,adam,"['adams', 'atom', 'seam', 'asham', 'ads', 'adn', 'afoam', 'ado', 'atm', 'swam']"
adam,--,adam,"['adams', 'an', 'atom', 'seam', 'asham', 'ads', 'adn', 'afoam', 'ado', 'atm']"
afterawhile,--,afterawhile,[]
alec,--,alec,"['aleck', 'ale', 'alas', 'sled', 'ake', 'arc', 'apex', 'axles', 'aloes', 'ali']"
alright,--,alright,"['alight', 'aright', 'sleight', 'slight', 'upright', 'alights', 'sleigh', 'sleights', 'airtight', 'aught']"
alright,--,alright,"['alight', 'aright', 'sleight', 'right', 'slight', 'upright', 'alights', 'sleigh', 'sleights', 'airtight']"
alright,--,alright,"['alight', 'aright', 'sleight', 'slight', 'upright', 'eight', 'alights', 'sleigh', 'sleights', 'airtight']"
alright,--,alright,"['alight', 'aright', 'sleight', 'slight', 'upright', 'alights', 'sleigh', 'sleights', 'airtight', 'aught']"
alright,--,alright,"['alight', 'aright', 'sleight', 'slight', 'upright', 'alights', 'sleigh', 'sleights', 'airtight', 'aught']"
alright,--,alright,"['alight', 'aright', 'sleight', 'slight', 'upright', 'alights', 'sleigh', 'sleights', 'airtight', 'aught']"
alright,--,alright,"['alight', 'aright', 'sleight', 'slight', 'upright', 'alights', 'sleigh', 'sleights', 'airtight', 'aught']"
and,--,and,"['apt', 'amid', 'on', 'warns', 'of', 'hangs', 'unto', 'at', 'amp', 'um']"
and,--,and,"['apt', 'amid', 'on', 'warns', 'of', 'hangs', 'unto', 'at', 'amp', 'um']"
and,--,and,"['apt', 'amid', 'on', 'warns', 'of', 'hangs', 'unto', 'at', 'amp', 'um']"
and,--,and,"['apt', 'amid', 'on', 'warns', 'of', 'hangs', 'unto', 'at', 'amp', 'um']"
and,--,and,"['apt', 'amid', 'on', 'warns', 'of', 'hangs', 'unto', 'at', 'amp', 'um']"
and,--,and,"['apt', 'amid', 'on', 'warns', 'of', 'hangs', 'unto', 'at', 'amp', 'um']"
andrew,--,andrew,"['undraw', 'andes', 'entree', 'anew', 'strew', 'unscrew', 'shrew', 'screw', 'undrawn', 'ante']"
andrew,--,andrew,"['undraw', 'andes', 'entree', 'anew', 'strew', 'unscrew', 'shrew', 'screw', 'undrawn', 'ante']"
andrew,--,andrew,"['undraw', 'andes', 'entree', 'anew', 'strew', 'unscrew', 'shrew', 'screw', 'undrawn', 'ante']"
anetes,--,anetes,"['unites', 'anted', 'andes', 'abated', 'obeyes', 'snares', 'smites', 'agates', 'abides', 'united']"
anglia,--,anglia,"['angles', 'angle', 'alia', 'angelica', 'angina', 'angels', 'angler']"
anglia,--,anglia,"['angles', 'angle', 'alia', 'angelica', 'angina', 'angels', 'angler']"
anther,--,anther,"['another', 'other', 'anger', 'ether', 'enter', 'anthem', 'afther', 'ante', 'anothers', 'smother']"
ariel,--,ariel,"['aryl', 'aria', 'aerial', 'steel', 'arid', 'afield', 'april', 'arise', 'afoul', 'ayrie']"
ariel,--,ariel,"['aryl', 'aria', 'aerial', 'steel', 'arid', 'afield', 'april', 'arise', 'afoul', 'ayrie']"
at,--,at,"['led', 'of', 'that', 'and', 'not', 'or', 'to', 'is', 'a', 'for']"
at,--,at,"['up', 'that', 'is', 'to', 'as', 'and', 'had', 'cut', 'it', 'yet']"
atall,--,atall,"['stall', 'a-tall', 'stalk', 'argall', 'stal', 'stalls', 'shall', 'actuall', 'all', 'arak']"
ate,--,ate,"['smote', 'at', 'saw', 'see', 'the', 'as', 'set', 'later', 'say', 'yet']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['aide', 'survey', 'surely', 'autre', 'sure', 'outree', 'audit', 'sudra', 'secret', 'euery']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['secret', 'survey', 'autre', 'outree', 'sure', 'audit', 'sudra', 'surely', 'euery', 'aide']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
audrey,--,audrey,"['autre', 'outree', 'audit', 'sudra', 'airy', 'ayde', 'autres', 'aider', 'aide', 'ayry']"
auntie,--,auntie,"['untie', 'aunt', 'anti', 'ante', 'ayrie', 'subtile', 'sunrise', 'untied', 'aunts', 'sante']"
auntie,--,auntie,"['untie', 'aunt', 'anti', 'ante', 'ayrie', 'subtile', 'sunrise', 'untied', 'aunts', 'sante']"
auntie,--,auntie,"['untie', 'aunt', 'anti', 'ante', 'ayrie', 'subtile', 'sunrise', 'untied', 'aunts', 'sante']"
aunty,--,aunty,"['aunt', 'any', 'aint', 'sunt', 'anti', 'ante', 'aunts', 'sante', 'sandy', 'airy']"
austin,--,austin,"['sustain', 'auction', 'ousting', 'satin', 'system', 'suction', 'sudden', 'auto', 'autumn', 'sexton']"
auutie,--,auutie,"['euerie', 'ayrie', 'suite', 'suitor', 'saute', 'augure', 'auto', 'auoid', 'auditor', 'suited']"
b.m.c,--,b.m.c,[]
b.s.a,--,b.s.a,[]
b.s.a,--,b.s.a,[]
badland,--,badland,"['bland', 'bedlam']"
bake-house,--,bake-house,[]
barbra,--,barbra,"['barbs', 'barre', 'barges', 'babes', 'barber', 'barb', 'barr', 'barns', 'burnes', 'burrs']"
barbra,--,barbra,"['barbs', 'barre', 'barges', 'babes', 'barber', 'barb', 'barr', 'barns', 'burnes', 'burrs']"
bat,--,bat,"['eat', 'by', 'at', 'nor', 'for', 'or', 'bay', 'near', 'bare', 'that']"
bav,--,bav,"['had', 'gave', 'ba', 'nab', 'be', 'bob', 'bag', 'bad', 'babe', 'baby']"
bbc,--,bbc,"['bbd', 'banc', 'nc', 'bobs', 'bbls', 'bbl', 'bob', 'b', 'bcf', 'bib']"
belle,--,belle,"['belly', 'bell', 'belled', 'belles', 'belie', 'bulke', 'bells', 'below', 'bally', 'balla']"
belle,--,belle,"['belly', 'bell', 'belled', 'belles', 'belie', 'bulke', 'bells', 'below', 'bally', 'balla']"
bellringing,--,bellringing,['belonging']
bernard,--,bernard,"['barnyard', 'burners', 'beard', 'burned', 'bears', 'berated', 'versed']"
bernard,--,bernard,"['barnyard', 'burners', 'beard', 'burned', 'berated', 'bears', 'versed']"
bernard,--,bernard,"['barnyard', 'burners', 'beard', 'burned', 'berated', 'bears', 'versed']"
bernard,--,bernard,"['barnyard', 'burners', 'beard', 'burned', 'berated', 'bears', 'versed']"
betty,--,betty,"['butter', 'berry', 'natty', 'berth', 'betray', 'vertu', 'better', 'betted', 'butt', 'bete']"
beverly,--,beverly,"['bevel', 'beetle', 'nearly', 'bravely', 'berry', 'bravery', 'never', 'neerely', 'viceroy']"
big,--,big,"['being', 'boy', 'gun', 'dog', 'bush', 'snug', 'bomb', 'night', 'bed', 'bid']"
bike,--,bike,"['bile', 'vile', 'nice', 'vice', 'booke', 'biled', 'broke', 'bloke', 'bulke', 'bible']"
bike,--,bike,"['bile', 'vile', 'nice', 'vice', 'booke', 'biled', 'broke', 'bloke', 'bulke', 'bible']"
bike,--,bike,"['bile', 'like', 'vile', 'nice', 'vice', 'booke', 'biled', 'broke', 'bloke', 'bulke']"
bike,--,bike,"['boy', 'bile', 'vile', 'nice', 'vice', 'booke', 'biled', 'broke', 'bloke', 'bulke']"
bike,--,bike,"['bile', 'vile', 'nice', 'vice', 'booke', 'biled', 'broke', 'bloke', 'bulke', 'bible']"
bike,--,bike,"['bile', 'vile', 'nice', 'vice', 'booke', 'biled', 'broke', 'bloke', 'bulke', 'bible']"
bike,--,bike,"['bile', 'vile', 'nice', 'vice', 'booke', 'biled', 'broke', 'bloke', 'bulke', 'bible']"
bike,--,bike,"['book', 'bile', 'vile', 'nice', 'vice', 'booke', 'biled', 'broke', 'bloke', 'bulke']"
bikes,--,bikes,"['biled', 'vices', 'boies', 'bibles', 'bile', 'blokes', 'bilked', 'billes', 'vies', 'biches']"
bikes,--,bikes,"['biled', 'vices', 'boies', 'bibles', 'bile', 'blokes', 'bilked', 'billes', 'vies', 'biches']"
bikes,--,bikes,"['biled', 'vices', 'boies', 'bibles', 'bile', 'blokes', 'bilked', 'billes', 'vies', 'bed']"
billy,--,billy,"['bully', 'nilly', 'belly', 'bill', 'bulky', 'volly', 'filly', 'golly', 'boldly', 'bull']"
billy,--,billy,"['bully', 'nilly', 'belly', 'bill', 'bulky', 'volly', 'bull', 'boldly', 'billet', 'nill']"
bingo,--,bingo,"['bongo', 'bung', 'ning', 'being', 'binge', 'bings', 'bigot', 'bin', 'bring', 'bio']"
blackpool,--,blackpool,[]
blood-transfusion,--,blood-transfusion,[]
bluestreak,--,bluestreak,[]
boat,--,boat,"['visit', 'boost', 'glad', 'oars', 'nor', 'not', 'fast', 'note', 'bid', 'boom']"
boat,--,boat,"['boasts', 'bust', 'out', 'cost', 'boot', 'lot', 'boards', 'host', 'hood', 'foot']"
bob,--,bob,"['bin', 'gag', 'bus', 'bomb', 'box', 'bonus', 'bow', 'baby', 'gun', 'brown']"
bob,--,bob,"['bin', 'gag', 'bus', 'bomb', 'box', 'bonus', 'bow', 'baby', 'gun', 'brown']"
bonce,--,bonce,"['nonce', 'bone', 'once', 'bounce', 'binde', 'none', 'voce', 'one', 'box', 'banc']"
bookbinding,--,bookbinding,[]
boyfriend,--,boyfriend,['befriend']
boyfriend,--,boyfriend,['befriend']
boyfriend,--,boyfriend,['befriend']
boyfriend,--,boyfriend,['befriend']
boyfriend,--,boyfriend,['befriend']
boyfriend,--,boyfriend,['befriend']
boyfriend,--,boyfriend,['befriend']
boyfriend,--,boyfriend,['befriend']
boyfriend,--,boyfriend,['befriend']
boyfriend,--,boyfriend,['befriend']
boyfriend,--,boyfriend,['befriend']
boyfriend,--,boyfriend,['befriend']
boys,--,boys,"['blues', 'guy', 'vote', 'ways', 'buses', 'bond', 'bay', 'units', 'pots', 'both']"
bridgebrook,--,bridgebrook,[]
bridgebrook,--,bridgebrook,[]
bridgebrook,--,bridgebrook,[]
bridgebrook,--,bridgebrook,[]
bridgebrook,--,bridgebrook,[]
bridgebrook,--,bridgebrook,[]
bridgebrook,--,bridgebrook,[]
bridgebrook,--,bridgebrook,[]
brinner,--,brinner,"['bringer', 'beginner', 'brier', 'bonnet', 'brine', 'brimmers', 'bibber', 'brimmed', 'bringers', 'brigger']"
brinner,--,brinner,"['bringer', 'beginner', 'brier', 'bonnet', 'brine', 'brimmers', 'bibber', 'brimmed', 'bringers', 'brigger']"
bronco,--,bronco,"['bronc', 'bronchi', 'bunco', 'brancho', 'broncs', 'brink', 'bravo', 'bianco', 'bric', 'branch']"
bronco,--,bronco,"['bronc', 'bronchi', 'bunco', 'brancho', 'broncs', 'brink', 'bravo', 'bianco', 'bric', 'branch']"
brussels,--,brussels,"['busses', 'vessels', 'bressed', 'bridals']"
brussels,--,brussels,"['vessels', 'busses', 'bressed', 'bridals']"
bsa,--,bsa,"['ba', 'bas', 'bae', 'vse', 'bass', 'boss', 'buss', 'vs', 'vas', 'va']"
budgerigar,--,budgerigar,[]
bullard,--,bullard,"['billiard', 'bullets', 'ballad', 'ballards', 'bulked', 'billed', 'balled', 'billets', 'bullet', 'bolled']"
bullimore,--,bullimore,[]
bullimore,--,bullimore,[]
bullimore,--,bullimore,[]
bullimore,--,bullimore,[]
bullimore,--,bullimore,[]
but,--,but,"['fed', 'burn', 'at', 'by', 'about', 'beat', 'for', 'obey', 'put', 'shut']"
butlin,--,butlin,"['bitin', 'bilin', 'burin', 'bodkin', 'bustling', 'bustlin'', 'baton', 'burly', 'votin', 'button']"
butlins,--,butlins,"['buttons', 'blind', 'buyings', 'begins', 'burns', 'bulbs', 'bugles', 'bitin', 'bilin', 'butlers']"
byrnes,--,byrnes,"['burnes', 'burned', 'burne', 'burns', 'burners', 'burrs', 'burnish', 'beene', 'bygones', 'bites']"
cackle,--,cackle,"['cockle', 'cackly', 'crackle', 'cackled', 'cackles', 'chuckle', 'crackled', 'crackles', 'cake', 'cracke']"
california,--,california,[]
california,--,california,[]
cambridge,--,cambridge,[]
car,--,car,"['came', 'come', 'cab', 'say', 'cord', 'camel', 'cart', 'arc', 'nor', 'cut']"
car,--,car,"['over', 'at', 'of', 'caves', 'for', 'curb', 'air', 'card', 'cave', 'bar']"
car,--,car,"['at', 'of', 'cedar', 'cave', 'cut', 'cape', 'case', 'very', 'cause', 'war']"
cardigan,--,cardigan,['certian']
carr,--,carr,"['cart', 'care', 'charr', 'carry', 'car', 'curt', 'cure', 'core', 'card', 'cert']"
carr,--,carr,"['cart', 'care', 'charr', 'carry', 'car', 'curt', 'cure', 'core', 'card', 'cert']"
cat,--,cat,"['hay', 'card', 'cow', 'clay', 'car', 'fact', 'cup', 'day', 'vote', 'suit']"
cats,--,cats,"['acts', 'coasts', 'cost', 'ears', 'days', 'ways', 'costs', 'seats', 'core', 'cedars']"
chalmers,--,chalmers,"['charmers', 'chambers', 'calmes', 'calmer', 'cholera', 'calkers', 'shakers', 'camera', 'changers', 'calmed']"
chmer,--,chmer,"['char', 'comer', 'chef', 'cheer', 'che', 'chamber', 'chamfer', 'chime', 'charmer', 'schemer']"
christmas,--,christmas,[]
christopher,--,christopher,[]
churching,--,churching,"['churning', 'churchgoing', 'catching', 'charging', 'clutching', 'cherishing', 'curving']"
clare,--,clare,"['cleare', 'care', 'claret', 'slate', 'claw', 'soare', 'colure', 'cleere', 'cure', 'clay']"
clare,--,clare,"['cleare', 'care', 'claret', 'slate', 'claw', 'soare', 'colure', 'cleere', 'cure', 'clay']"
clare,--,clare,"['cleare', 'care', 'claret', 'slate', 'claw', 'soare', 'colure', 'cleere', 'cure', 'clay']"
clare,--,clare,"['cleare', 'care', 'claret', 'slate', 'claw', 'soare', 'colure', 'cleere', 'cure', 'clay']"
clarke,--,clarke,"['cloke', 'clerk', 'clerks', 'sleeke', 'sparke', 'cleare', 'cake', 'care', 'claret', 'cloake']"
clint,--,clint,"['cling', 'client', 'count', 'clung', 'cont', 'clot', 'sling', 'cent', 'slit', 'splint']"
clint,--,clint,"['cling', 'client', 'count', 'clung', 'cont', 'clot', 'sling', 'cent', 'slit', 'splint']"
concreteville,--,concreteville,[]
consulatoin,--,consulatoin,"['consolation', 'consultation']"
conway,--,conway,"['coney', 'subway', 'cones', 'comest', 'someway', 'cines', 'cons', 'cone', 'cosy', 'comet']"
conway,--,conway,"['coney', 'subway', 'cones', 'comest', 'someway', 'cines', 'cons', 'cone', 'cosy', 'comet']"
cookers,--,cookers,"['coolers', 'cookies', 'cooler', 'cooked', 'calkers', 'cookery', 'coopers', 'corkers', 'cooks', 'cooled']"
coote,--,coote,"['cote', 'coyote', 'sooty', 'colde', 'core', 'cite', 'culte', 'vote', 'cute', 'coat']"
covent,--,covent,"['convent', 'covet', 'cogent', 'cover', 'count', 'solvent', 'covert', 'cent', 'cont', 'cloven']"
crowsed,--,crowsed,"['crowded', 'crossed', 'crowed', 'crosses', 'crowes', 'crosse', 'crowned', 'crowd', 'crows', 'crowds']"
daphne,--,daphne,"['damne', 'fanne', 'dame', 'sane']"
david,--,david,"['saved', 'davits', 'dais', 'said', 'devoid', 'faced', 'saves', 'devot', 'doves', 'debit']"
david,--,david,"['saved', 'davits', 'dais', 'said', 'devoid', 'faced', 'saves', 'devot', 'doves', 'debit']"
david,--,david,"['said', 'docks', 'decide', 'saved', 'acid', 'davits', 'dais', 'faced', 'avoid', 'saves']"
david,--,david,"['said', 'saved', 'acid', 'davits', 'dais', 'faced', 'saves', 'devoid', 'did', 'debit']"
david,--,david,"['said', 'saved', 'acid', 'davits', 'dais', 'faced', 'saves', 'devoid', 'did', 'debit']"
david,--,david,"['saved', 'davits', 'dais', 'said', 'devoid', 'faced', 'saves', 'devot', 'doves', 'debit']"
david,--,david,"['said', 'did', 'saved', 'davits', 'dais', 'devoid', 'faced', 'saves', 'devot', 'doves']"
david,--,david,"['saved', 'davits', 'dais', 'said', 'devoid', 'faced', 'saves', 'devot', 'doves', 'debit']"
david,--,david,"['saved', 'davits', 'dais', 'said', 'devoid', 'faced', 'saves', 'devot', 'doves', 'debit']"
david,--,david,"['said', 'saved', 'acid', 'davits', 'dais', 'faced', 'saves', 'devoid', 'did', 'debit']"
david,--,david,"['saved', 'davits', 'dais', 'said', 'devoid', 'faced', 'saves', 'devot', 'doves', 'debit']"
david,--,david,"['said', 'saved', 'acid', 'davits', 'dais', 'faced', 'saves', 'devoid', 'did', 'debit']"
david,--,david,"['saved', 'davits', 'dais', 'said', 'devoid', 'faced', 'saves', 'devot', 'doves', 'debit']"
david,--,david,"['saved', 'said', 'davits', 'dais', 'devoid', 'faced', 'saves', 'devot', 'doves', 'debit']"
david,--,david,"['saved', 'davits', 'dais', 'said', 'devoid', 'faced', 'saves', 'devot', 'doves', 'debit']"
david,--,david,"['said', 'saved', 'davits', 'dais', 'devoid', 'faced', 'saves', 'devot', 'doves', 'debit']"
deadline-midnight,--,deadline-midnight,[]
deary,--,deary,"['deare', 'diary', 'dearly', 'dear', 'dreary', 'feare', 'seare', 'death', 'deere', 'teare']"
deary,--,deary,"['deare', 'diary', 'dearly', 'dear', 'dreary', 'feare', 'seare', 'death', 'deere', 'teare']"
deary,--,deary,"['deare', 'diary', 'dearly', 'dear', 'dreary', 'feare', 'seare', 'death', 'deere', 'teare']"
deary,--,deary,"['deare', 'diary', 'dearly', 'dear', 'dreary', 'feare', 'seare', 'death', 'deere', 'teare']"
decorates,--,decorates,"['decorated', 'decorate', 'decorators', 'dictates', 'declares', 'decorous', 'deviated', 'decorator']"
denis,--,denis,"['tanks', 'fined', 'tents', 'fins', 'tenons', 'debris', 'drinks', 'wines', 'fences', 'fees']"
dennis,--,dennis,"['tennis', 'sinnes', 'denies', 'dens', 'dines', 'dunes', 'damned', 'debris', 'dunnest', 'dinners']"
derek,--,derek,"['dere', 'seek', 'sere', 'dire', 'dark', 'dare', 'dyre', 'trek', 'deriu', 'deare']"
derek,--,derek,"['dere', 'seek', 'sere', 'dire', 'dark', 'dare', 'dyre', 'trek', 'deriu', 'deare']"
derek,--,derek,"['dere', 'seek', 'sere', 'dire', 'dark', 'dare', 'dyre', 'trek', 'deriu', 'deare']"
derek,--,derek,"['dark', 'see', 'were', 'serve', 'dere', 'seek', 'sere', 'dire', 'dare', 'dyre']"
derek,--,derek,"['dere', 'seek', 'sere', 'dire', 'dark', 'dare', 'dyre', 'trek', 'deriu', 'deare']"
derek,--,derek,"['dere', 'seek', 'sere', 'dire', 'dark', 'dare', 'dyre', 'trek', 'deriu', 'deare']"
derek,--,derek,"['dere', 'seek', 'sere', 'dire', 'dark', 'dare', 'dyre', 'trek', 'deriu', 'deare']"
dewy-fresh,--,dewy-fresh,[]
dilys,--,dilys,"['files', 'tilts', 'tiles', 'duly', 'duls', 'dies', 'delta', 'dukes', 'delays', 'doled']"
dimmox,--,dimmox,['dimm']
dimmox,--,dimmox,['dimm']
dimmox,--,dimmox,['dimm']
dimmox,--,dimmox,['dimm']
dimmox,--,dimmox,['dimm']
dimmox,--,dimmox,['dimm']
docchm,--,docchm,[]
donot,--,donot,"['donor', 'dont', 'door', 'dint', 'donors', 'foot', 'soot', 'sono', 'doat', 'dood']"
doris,--,doris,"['dotes', 'fores', 'sores', 'dares', 'forks', 'dots', 'dlres', 'does', 'fors', 'dore']"
doris,--,doris,"['sores', 'dotes', 'fores', 'dares', 'forks', 'does', 'cores', 'dots', 'dlres', 'fors']"
e.g,--,e.g,"['eh', 'et', 'edg', 'egg', 'e', 'ego', 'rf', 'reg', 'wh', 'ah']"
earwig,--,earwig,"['earing', 'eare', 'eating', 'wrig']"
easter,--,easter,"['waster', 'eater', 'eastern', 'roster', 'wester', 'esser', 'roaster', 'waste', 'water', 'astir']"
easter,--,easter,"['waster', 'eater', 'eastern', 'roster', 'wester', 'esser', 'roaster', 'waste', 'water', 'astir']"
easter,--,easter,"['waster', 'eater', 'eastern', 'roster', 'wester', 'esser', 'roaster', 'waste', 'water', 'astir']"
eastwood,--,eastwood,['eastward']
edd,--,edd,"['add', 'edt', 'eddy', 'ads', 'est', 'ese', 'itd', 'red', 'wed', 'es']"
